,url,isOrganizational,isBot,isTroll,gender
uerdovan,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/uerdovan&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
kemalbirgun,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/KemalBirgun&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
waspazy,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/waspazy&entry.1108662262=28452&usp=pp_url
",No,No,Not sure,Male
abandurmaz15,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/abandurmaz15&entry.1108662262=28452&usp=pp_url
",No,Yes,Not sure,Not sure
tucefragmanat,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/tucefragmanat&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
heritagepaix,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/heritagepaix&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
muminbicil2,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/MuminBicil2&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Not sure
emrahtugce1903,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/EmrahTugce1903&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
masem92,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/masem92&entry.1108662262=28452&usp=pp_url
",,,,
inner_child6,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Inner_child6&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
mustafasus38,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/mustafasus38&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
matlda_,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/matlda_&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Female
bayraktar_umut,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/bayraktar_umut&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
aydsunal,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/aydsunal&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
murat048___,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/murat048___&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
carlfri22603470,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/CarlFri22603470&entry.1108662262=28452&usp=pp_url
",No,Not sure,Not sure,Male
burcu22867204,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Burcu22867204&entry.1108662262=28452&usp=pp_url
",No,Yes,Not sure,Female
denizlihabercom,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/denizlihabercom&entry.1108662262=28452&usp=pp_url
",Yes,No,No,Not sure
burakerbaychp,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/burakerbaychp&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
umutbappe,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/umutbappe&entry.1108662262=28452&usp=pp_url
",No,Not sure,Not sure,Male
enesss_kayaaa_,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Enesss_kayaaa_&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
neslihancmn,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/neslihancmn&entry.1108662262=28452&usp=pp_url
",No,Yes,Not sure,Female
alnairah8,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Alnairah8&entry.1108662262=28452&usp=pp_url
",No,Yes,Not sure,Not sure
alaraaynncnm,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/alaraaynncnm&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
gayeusluer,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/GayeUsluer&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
berat92266271,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Berat92266271&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
karakartalljk03,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/karakartalljk03&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
bgurkanyilmaz,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/BGurkanYilmaz&entry.1108662262=28452&usp=pp_url
",No,No,Yes,Male
f32844,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/f32844&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
furkitosko_,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/furkitosko_&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
bensuveyda_,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/bensuveyda_&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
swrras,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/swrras&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
ouzhane77084805,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/OUZHANE77084805&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
yelekci_abi,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/yelekci_abi&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
bleunavyy,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/bleunavyy&entry.1108662262=28452&usp=pp_url
",No,Not sure,Not sure,Not sure
vighnar1655,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Vighnar1655&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
yavuz48880590,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Yavuz48880590&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
musa1uslu,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Musa1uslu&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
nomazwe__,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Nomazwe__&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
eneskaanylmz,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/eneskaanylmz&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
omerakdag34,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/omerakdag34&entry.1108662262=28452&usp=pp_url
",No,No,Yes,Male
busradeligt,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/busradeligt&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
yorukoglu799,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/yorukoglu799&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
lutfunebioglu,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/LutfuNebioglu&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
lvntyzc1923,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/lvntyzc1923&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
delidemir33,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/delidemir33&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
salimavci15,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/salimavci15&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
mustafa97027331,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Mustafa97027331&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Not sure
hermes_z,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/hermes_z&entry.1108662262=28452&usp=pp_url
",Yes,No,No,Not sure
mahmutn80808797,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Mahmutn80808797&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
volkanipek32,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/volkanipek32&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
sunayildizoglu,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/SunaYildizoglu&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
mvnez,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/mvnez&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
gercekgundem,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/gercekgundem&entry.1108662262=28452&usp=pp_url
",Yes,No,No,Not sure
ezgiekincelik1,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/EzgiEkinCelik1&entry.1108662262=28452&usp=pp_url
",No,Not sure,Not sure,Female
isikkaruzo,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/isikkaruzo&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Female
tubabozoglu,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Tubabozoglu&entry.1108662262=28452&usp=pp_url
",No,Yes,Not sure,Female
haydargner15,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/HaydarGner15&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
mer06666,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/mer06666&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
korhanoncu2,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/korhanoncu2&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
mevlut_03_19,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Mevlut_03_19&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
kadirozgen38,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/kadirozgen38&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
bcntuncay,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/BcnTuncay&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
shiningstar01__,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/ShiningStar01__&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
m_ikbal_1525,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/m_ikbal_1525&entry.1108662262=28452&usp=pp_url
",No,No,Yes,Male
turkoglu_42,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/TURKOGLU_42&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
metehan2558,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/METEHAN2558&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
remzicansu7,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/RemziCansu7&entry.1108662262=28452&usp=pp_url
",No,No,Yes,Male
ebayraktar38,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/ebayraktar38&entry.1108662262=28452&usp=pp_url
",No,Yes,Yes,Male
qlclk,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/qlclk&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
lazogluengin,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/lazogluengin&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
kayhan38888076,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Kayhan38888076&entry.1108662262=28452&usp=pp_url
",No,No,Not sure,Male
angaraluee,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Angaraluee&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
mslmozdemir,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/mslmozdemir&entry.1108662262=28452&usp=pp_url
",No,Not sure,No,Male
gnageldi,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/GNageldi&entry.1108662262=28452&usp=pp_url
",No,No,No,Not sure
borancezmi,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/BoranCezmi&entry.1108662262=28452&usp=pp_url
",No,No,Yes,Male
hekimlikonuru,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/hekimlikonuru&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
haf_zhan,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/haf_zhan&entry.1108662262=28452&usp=pp_url
",No,Not sure,Yes,Not sure
diyabetliannesi,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/diyabetliannesi&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Not sure
brahimg77016159,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/brahimg77016159&entry.1108662262=28452&usp=pp_url
",No,No,Yes,Male
halimetoprak13,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/HalimeToprak13&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
erka_dal,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/erka_dal&entry.1108662262=28452&usp=pp_url
",No,Not sure,Not sure,Male
harlunoshi,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Harlunoshi&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
gl21509653,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Gl21509653&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Not sure
dogan0045,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/dogan0045&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
radyoizmirfm,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/radyoizmirfm&entry.1108662262=28452&usp=pp_url
",Yes,No,No,Not sure
nedenburdaysam,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/nedenburdaysam&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
dalgadeniz13,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/DalgaDeniz13&entry.1108662262=28452&usp=pp_url
",No,No,No,Female
sadeceyorum006,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/sadeceyorum006&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
borusanlojistik,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Borusanlojistik&entry.1108662262=28452&usp=pp_url
",Yes,No,No,Not sure
milenyumkahin,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/MilenyumKahin&entry.1108662262=28452&usp=pp_url
",No,Not sure,Not sure,Male
zekiyekoc7166,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Zekiyekoc7166&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
tigrishaber,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/TigrisHaber&entry.1108662262=28452&usp=pp_url
",Yes,No,No,Not sure
alpar_kaan,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/alpar_kaan&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
ikocml,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/ikocml&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
oguzcaptain,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/Oguzcaptain&entry.1108662262=28452&usp=pp_url
",No,Not sure,Yes,Male
gp06gp06,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/GP06GP06&entry.1108662262=28452&usp=pp_url
",No,Yes,No,Male
reedline1,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/ReedLine1&entry.1108662262=28452&usp=pp_url
",No,No,No,Not sure
apak16,"https://docs.google.com/forms/d/e/1FAIpQLSeFf-DH8zs9gbESljXLtJb1g2xBtRpLgIOEwwvN6BeyDADq4w/viewform?entry.471770043=https://twitter.com/apak16&entry.1108662262=28452&usp=pp_url
",No,No,No,Male
